"Latest: Time (s)","Latest: Intensity (%)","Latest: Angle (rad)","Latest: Velocity (rad/s)","Latest: Acceleration (rad/s²)"
33.4,27.0095825195,-9.16297857297,0,0
33.45,27.3147583008,-9.16297857297,0,-0.010773637358
33.5,26.8264770508,-9.16297857297,0,-0.0861890988639
33.55,26.4602661133,-9.16297857297,0,-0.447105950357
33.6,26.2771606445,-9.16297857297,-0.0193925472444,-1.36286512579
33.65,25.8499145508,-9.16297857297,-0.0969627362219,-2.84424026251
33.7,25.4837036133,-9.16297857297,-0.339369576777,-3.5391398721
33.75,26.2466430664,-9.19788515801,-0.562383870087,-2.25169020782
33.8,26.2466430664,-9.23279174305,-0.552687596465,-1.09352419184
33.85,28.1372070313,-9.25024503557,-0.581776417331,-1.41673331258
33.9,26.4907836914,-9.28515162061,-0.698131700798,-1.7183951586
33.95,25.2395629883,-9.32005820565,-0.814486984264,-1.01272191165
34,23.8067626953,-9.37241808321,-0.824183257886,0.129283648296
34.05,22.6181030273,-9.40732466825,-0.746613068909,0.339369576777
34.1,22.3434448242,-9.44223125329,-0.746613068909,-0.156217741691
34.15,24.1424560547,-9.47713783833,-0.814486984264,0.204699109801
34.2,23.0743408203,-9.52949771589,-0.785398163398,1.52446968616
34.25,23.1048583984,-9.56440430093,-0.601168964576,1.78303698275
34.3,22.1298217773,-9.58185759345,-0.542991322843,0.797249164491
34.35,22.8927612305,-9.61676417849,-0.533295049221,-0.140057285654
34.4,23.8067626953,-9.63421747101,-0.562383870087,-0.921145994108
34.45,24.8138427734,-9.66912405605,-0.659346606309,-0.953466906182
34.5,23.8677978516,-9.70403064109,-0.688435427176,-0.32320912074
34.55,26.5213012695,-9.73893722613,-0.688435427176,0.317822302061
34.6,29.7225952148,-9.77384381117,-0.659346606309,0.915759175429
34.65,29.0222167969,-9.80875039621,-0.562383870087,0.732607340344
34.7,27.7709960938,-9.82620368873,-0.542991322843,-0.377077307529
34.75,24.7528076172,-9.86111027377,-0.581776417331,-1.8207447135
34.8,21.794128418,-9.87856356629,-0.736916795287,-2.83885344383
34.85,21.061706543,-9.93092344385,-0.959931088597,-1.83151835086
34.9,25.1495361328,-9.98328332141,-0.998716183086,0.888825082034
34.95,26.4907836914,-10.035643199,-0.901753446864,4.12630310811
35,26.1245727539,-10.0880030765,-0.523598775598,5.93088736557
35.05,28.3508300781,-10.0880030765,-0.145444104333,4.53031450904
35.1,28.6560058594,-10.0880030765,-0.0290888208666,2.10085928481
35.15,29.541015625,-10.0880030765,0,0.678739153553
35.2,29.6310424805,-10.0880030765,0,0.129283648296
35.25,30.7907104492,-10.0880030765,0,0.016160456037
35.3,32.2845458984,-10.0880030765,0,0
35.35,33.4747314453,-10.0880030765,0,0
35.4,34.1751098633,-10.0880030765,0,0
35.45,33.8104248047,-10.0880030765,0,0
35.5,34.0545654297,-10.0880030765,0,0
35.55,34.0240478516,-10.0880030765,0,0
35.6,33.9324951172,-10.0880030765,0,-0.010773637358
35.65,34.0545654297,-10.0880030765,0,-0.0808022801849
35.7,33.8409423828,-10.0880030765,0,-0.414785038283
35.75,31.4926147461,-10.0880030765,-0.0193925472444,-1.21742102145
35.8,26.2771606445,-10.0880030765,-0.0872664625997,-2.55335205384
35.85,29.541015625,-10.0880030765,-0.31028075591,-3.19438347664
35.9,28.076171875,-10.1229096616,-0.475117407487,-2.54257841649
35.95,31.1874389648,-10.1403629541,-0.552687596465,-1.92848108708
36,31.4926147461,-10.1752695391,-0.659346606309,-1.44905422465
36.05,29.9362182617,-10.2101761242,-0.698131700798,-1.02888236769
36.1,26.9180297852,-10.2450827092,-0.736916795287,-0.969627362219
36.15,26.7044067383,-10.2799892942,-0.824183257886,-0.344756395456
36.2,26.5518188477,-10.3323491718,-0.814486984264,0.96424054354
36.25,26.3687133789,-10.3672557568,-0.698131700798,1.66991379049
36.3,25.3616333008,-10.4021623419,-0.581776417331,1.18510010938
36.35,26.7959594727,-10.4196156344,-0.562383870087,0.355530032814
36.4,26.887512207,-10.4545222194,-0.610865238198,0.554842323936
36.45,23.9898681641,-10.4894288045,-0.523598775598,1.06120327976
36.5,23.4405517578,-10.506882097,-0.436332312999,0.517134593184
36.55,23.1964111328,-10.5243353895,-0.48481368111,0.172378197728
36.6,22.6486206055,-10.5592419746,-0.475117407487,0.711060065628
36.65,22.5570678711,-10.5766952671,-0.387850944888,0.85650416996
36.7,21.8856811523,-10.5941485596,-0.358762124021,0.47942686243
36.75,22.4044799805,-10.6116018521,-0.349065850399,0.183151835086
36.8,23.4100341797,-10.6290551446,-0.349065850399,0.037707730753
36.85,23.0438232422,-10.6465084372,-0.349065850399,0.00538681867893
36.9,23.0133056641,-10.6639617297,-0.349065850399,0.00538681867906
36.95,23.7152099609,-10.6814150222,-0.349065850399,0.0430945494322
37,24.9359130859,-10.6988683147,-0.349065850399,0.226246384518
37.05,26.8569946289,-10.7163216072,-0.339369576777,0.700286428269
37.1,28.4729003906,-10.7337748998,-0.300584482288,1.5136960488
37.15,28.9916992188,-10.7512281923,-0.174532925199,2.00389654859
37.2,27.6794433594,-10.7512281923,-0.048481368111,1.5136960488
37.25,27.3147583008,-10.7512281923,-0.00969627362219,0.700286428269
37.3,27.131652832,-10.7512281923,0,0.226246384518
37.35,26.9485473633,-10.7512281923,0,0.043094549432
37.4,26.3687133789,-10.7512281923,0,0.005386818679
37.45,25.5447387695,-10.7512281923,0,0
37.5,25.5142211914,-10.7512281923,0,0
37.55,25.4837036133,-10.7512281923,0,0
37.6,25.5142211914,-10.7512281923,0,-0.010773637358
37.65,25.422668457,-10.7512281923,0,-0.0808022801849
37.7,25.422668457,-10.7512281923,0,-0.409398219604
37.75,25.7278442383,-10.7512281923,-0.0193925472444,-1.1797132907
37.8,27.0706176758,-10.7512281923,-0.0872664625997,-2.36481340008
37.85,27.0401000977,-10.7512281923,-0.300584482288,-2.68802252082
37.9,25.3005981445,-10.7861347773,-0.436332312999,-1.57833787295
37.95,24.2034912109,-10.8035880698,-0.416939765754,-1.10429782919
38,24.4171142578,-10.8210413624,-0.504206228354,-1.37902558182
38.05,23.9593505859,-10.8559479474,-0.562383870087,-1.5136960488
38.1,24.0814208984,-10.8734012399,-0.678739153553,-1.16893965334
38.15,22.8927612305,-10.9257611175,-0.746613068909,0.307048664703
38.2,22.6181030273,-10.9606677025,-0.601168964576,0.969627362219
38.25,23.3795166016,-10.978120995,-0.572080143709,0.274727752629
38.3,24.1729736328,-11.0130275801,-0.62056151182,0.183151835086
38.35,25.3005981445,-11.0479341651,-0.562383870087,0.231633203197
38.4,25.6973266602,-11.0653874576,-0.562383870087,-0.188538653765
38.45,25.6057739258,-11.1002940427,-0.62056151182,0.00538681867893
38.5,25.6973266602,-11.1352006277,-0.562383870087,0.237020021876
38.55,26.7654418945,-11.1526539202,-0.562383870087,0.0323209120738
38.6,27.6794433594,-11.1875605053,-0.610865238198,0.700286428269
38.65,30.3939819336,-11.2224670903,-0.513902501976,1.70762152124
38.7,28.2897949219,-11.2399203828,-0.387850944888,1.80458425746
38.75,25.4837036133,-11.2573736754,-0.319977029532,1.47060149937
38.8,25.1495361328,-11.2748269679,-0.22301429331,0.667965516196
38.85,25.5142211914,-11.2748269679,-0.22301429331,-0.667965516195
38.9,26.5213012695,-11.2922802604,-0.319977029532,-1.46521468069
38.95,27.4963378906,-11.3097335529,-0.387850944888,-1.76148970803
39,28.4118652344,-11.3271868454,-0.513902501976,-1.48137513672
39.05,27.375793457,-11.3620934305,-0.601168964576,0.005386818679
39.1,22.3434448242,-11.3970000155,-0.513902501976,1.52446968616
39.15,20.8786010742,-11.414453308,-0.387850944888,1.98773609255
39.2,20.4223632813,-11.4319066006,-0.31028075591,2.17088792764
39.25,20.0561523438,-11.4493598931,-0.174532925199,2.22475611443
39.3,20.1782226563,-11.4493598931,-0.0484813681109,1.55679059823
39.35,20.2697753906,-11.4493598931,-0.00969627362219,0.705673246948
39.4,20.5444335938,-11.4493598931,0,0.226246384518
39.45,20.6665039063,-11.4493598931,0,0.043094549432
39.5,21.4279174805,-11.4493598931,0,0.00538681867899
39.55,21.4584350586,-11.4493598931,0,0
39.6,22.1298217773,-11.4493598931,0,0
39.65,23.1048583984,-11.4493598931,0,0
39.7,22.282409668,-11.4493598931,0,0
39.75,22.8012084961,-11.4493598931,0,0
39.8,21.9161987305,-11.4493598931,0,0
39.85,22.3739624023,-11.4493598931,0,0
39.9,22.282409668,-11.4493598931,0,0
39.95,22.0077514648,-11.4493598931,0,0
40,22.038269043,-11.4493598931,0,-0.005386818679
40.05,20.9091186523,-11.4493598931,0,-0.043094549432
40.1,20.7565307617,-11.4493598931,0,-0.220859565839
40.15,20.5139160156,-11.4493598931,-0.00969627362219,-0.662578697517
40.2,20.5444335938,-11.4493598931,-0.048481368111,-1.33054421371
40.25,20.2697753906,-11.4493598931,-0.164836651577,-1.52985650483
40.3,20.3918457031,-11.4668131856,-0.261799387799,-0.700286428269
40.35,20.5444335938,-11.4842664781,-0.213318019688,-0.21547274716
40.4,20.5749511719,-11.4842664781,-0.22301429331,-0.754154615059
40.45,21.3973999023,-11.5017197706,-0.31028075591,-1.04504282373
40.5,21.3668823242,-11.5191730632,-0.349065850399,-0.991174636935
40.55,22.9522705078,-11.5366263557,-0.387850944888,-1.1797132907
40.6,22.7096557617,-11.5540796482,-0.48481368111,-1.00194827429
40.65,22.526550293,-11.5889862332,-0.513902501976,-0.328595939419
40.7,23.5931396484,-11.6064395258,-0.513902501976,0.328595939419
40.75,23.5015869141,-11.6413461108,-0.48481368111,1.00733509297
40.8,24.5391845703,-11.6587994033,-0.387850944888,1.22280784013
40.85,24.8748779297,-11.6762526958,-0.349065850399,1.21203420277
40.9,25.178527832,-11.6937059884,-0.300584482288,1.70223470256
40.95,25.0885009766,-11.7111592809,-0.174532925199,2.04160427934
41,24.0814208984,-11.7111592809,-0.048481368111,1.51908286748
41.05,23.3795166016,-11.7111592809,-0.00969627362219,0.700286428269
41.1,23.1964111328,-11.7111592809,0,0.226246384518
41.15,23.7152099609,-11.7111592809,0,0.043094549432
41.2,23.6541748047,-11.7111592809,0,0.005386818679
41.25,23.7762451172,-11.7111592809,0,0
41.3,23.7762451172,-11.7111592809,0,0
41.35,23.8067626953,-11.7111592809,0,0
41.4,23.8067626953,-11.7111592809,0,0
41.45,23.7457275391,-11.7111592809,0,0
41.5,23.7152099609,-11.7111592809,0,0
41.55,23.6541748047,-11.7111592809,0,0
41.6,23.7457275391,-11.7111592809,0,0
41.65,23.7457275391,-11.7111592809,0,0
41.7,23.6541748047,-11.7111592809,0,0
41.75,23.6846923828,-11.7111592809,0,0
41.8,23.7762451172,-11.7111592809,0,0
41.85,23.7762451172,-11.7111592809,0,0
41.9,23.7762451172,-11.7111592809,0,0
41.95,23.8372802734,-11.7111592809,0,0
42,23.8372802734,-11.7111592809,0,0
42.05,23.7762451172,-11.7111592809,0,0
42.1,23.8983154297,-11.7111592809,0,0
42.15,23.8067626953,-11.7111592809,0,0
42.2,23.8372802734,-11.7111592809,0,0
42.25,23.8067626953,-11.7111592809,0,0
42.3,23.8372802734,-11.7111592809,0,0
42.35,23.7152099609,-11.7111592809,0,0
42.4,23.6846923828,-11.7111592809,0,0
42.45,23.8677978516,-11.7111592809,0,0
42.5,23.7152099609,-11.7111592809,0,0
42.55,23.7457275391,-11.7111592809,0,0
42.6,23.7457275391,-11.7111592809,0,0
42.65,23.7457275391,-11.7111592809,0,0
42.7,23.7762451172,-11.7111592809,0,0
42.75,23.7457275391,-11.7111592809,0,0
42.8,23.7762451172,-11.7111592809,0,0
42.85,23.7457275391,-11.7111592809,0,0
42.9,23.8372802734,-11.7111592809,0,0
42.95,24.2950439453,-11.7111592809,0,0
43,23.3795166016,-11.7111592809,0,0
43.05,23.6541748047,-11.7111592809,0,0
43.1,23.8677978516,-11.7111592809,0,0
43.15,23.7457275391,-11.7111592809,0,0
43.2,23.6846923828,-11.7111592809,0,0
43.25,23.7152099609,-11.7111592809,0,0
43.3,23.8983154297,-11.7111592809,0,0
43.35,23.6846923828,-11.7111592809,0,0
43.4,23.7762451172,-11.7111592809,0,0
