Vernier Format 2
Untitled.cmbl 9/17/2024 14:26:57 .
Latest
Time	Potential
1.19	-3.92036437988
1.195	-3.90510559082
1.2	-3.8745880127
1.205	-3.8516998291
1.21	-3.80973815918
1.215	-3.77540588379
1.22	-3.73725891113
1.225	-3.69911193848
1.23	-3.64189147949
1.235	-3.59592437744
1.24	-3.53870391846
1.245	-3.47766876221
1.25	-3.41281890869
1.255	-3.35559844971
1.26	-3.28693389893
1.265	-3.21044921875
1.27	-3.1379699707
1.275	-3.06549072266
1.28	-2.97393798828
1.285	-2.89745330811
1.29	-2.809715271
1.295	-2.72197723389
1.3	-2.62279510498
1.305	-2.52723693848
1.31	-2.43186950684
1.315	-2.33268737793
1.32	-2.22568511963
1.325	-2.13413238525
1.33	-2.01587677002
1.335	-1.91650390625
1.34	-1.79824829102
1.345	-1.68380737305
1.35	-1.56536102295
1.355	-1.45092010498
1.36	-1.32884979248
1.365	-1.21040344238
1.37	-1.08833312988
1.375	-0.977516174316
1.38	-0.847816467285
1.385	-0.725746154785
1.39	-0.599670410156
1.395	-0.481414794922
1.4	-0.355529785156
1.405	-0.225639343262
1.41	-0.103569030762
1.415	0.0225067138672
1.42	0.148391723633
1.425	0.270462036133
1.43	0.396537780762
1.435	0.526237487793
1.44	0.644683837891
1.445	0.778198242188
1.45	0.896453857422
1.455	1.02252960205
1.46	1.13697052002
1.465	1.25904083252
1.47	1.37748718262
1.475	1.49955749512
1.48	1.61418914795
1.485	1.72481536865
1.49	1.83544158936
1.495	1.94625854492
1.5	2.05688476563
1.505	2.16369628906
1.51	2.26287841797
1.515	2.36988067627
1.52	2.46906280518
1.525	2.57587432861
1.53	2.66761779785
1.535	2.75535583496
1.54	2.84690856934
1.545	2.92720794678
1.55	3.02257537842
1.555	3.102684021
1.56	3.17516326904
1.565	3.25927734375
1.57	3.32412719727
1.575	3.38516235352
1.58	3.46145629883
1.585	3.51867675781
1.59	3.58371734619
1.595	3.63330841064
1.6	3.67908477783
1.605	3.72486114502
1.61	3.77063751221
1.615	3.81259918213
1.62	3.85074615479
1.625	3.88126373291
1.63	3.9119720459
1.635	3.93104553223
1.64	3.95393371582
1.645	3.96919250488
1.65	3.98826599121
1.655	3.99589538574
1.66	4.00352478027
1.665	4.00733947754
1.67	3.99589538574
1.675	3.99589538574
1.68	3.97682189941
1.685	3.96537780762
1.69	3.95011901855
1.695	3.92723083496
1.7	3.90434265137
1.705	3.86600494385
1.71	3.83930206299
1.715	3.7935256958
1.72	3.75919342041
1.725	3.70578765869
1.73	3.66382598877
1.735	3.60660552979
1.74	3.55682373047
1.745	3.49197387695
1.75	3.43475341797
1.755	3.36990356445
1.76	3.29360961914
1.765	3.22856903076
1.77	3.14846038818
1.775	3.06453704834
1.78	2.99205780029
1.785	2.90412902832
1.79	2.81257629395
1.795	2.72102355957
1.8	2.6294708252
1.805	2.54154205322
1.81	2.43473052979
1.815	2.33936309814
1.82	2.22854614258
1.825	2.12554931641
1.83	2.01873779297
1.835	1.9079208374
1.84	1.7972946167
1.845	1.68285369873
1.85	1.5682220459
1.855	1.45378112793
1.86	1.32789611816
1.865	1.21326446533
1.87	1.0950088501
1.875	0.976753234863
1.88	0.850677490234
1.885	0.728607177734
1.89	0.610160827637
1.895	0.47664642334
1.9	0.35457611084
1.905	0.228500366211
1.91	0.102615356445
1.915	-0.0310897827148
1.92	-0.145530700684
1.925	-0.27904510498
1.93	-0.397491455078
1.935	-0.523376464844
1.94	-0.641632080078
1.945	-0.775337219238
1.95	-0.893592834473
1.955	-1.0196685791
1.96	-1.13410949707
1.965	-1.25999450684
1.97	-1.37844085693
1.975	-1.49669647217
1.98	-1.60732269287
1.985	-1.72958374023
1.99	-1.83639526367
1.995	-1.95083618164
2	-2.05402374268
2.005	-2.16083526611
2.01	-2.26383209229
2.015	-2.36701965332
2.02	-2.47383117676
2.025	-2.56156921387
2.03	-2.65712738037
2.035	-2.74868011475
2.04	-2.84023284912
2.045	-2.92797088623
2.05	-3.00445556641
2.055	-3.08456420898
2.06	-3.16848754883
2.065	-3.23715209961
2.07	-3.30982208252
2.075	-3.38230133057
2.08	-3.44333648682
2.085	-3.50818634033
2.09	-3.55777740479
2.095	-3.61518859863
2.1	-3.66096496582
2.105	-3.70292663574
2.11	-3.74870300293
2.115	-3.79447937012
2.12	-3.82118225098
2.125	-3.85932922363
2.13	-3.88603210449
2.135	-3.91273498535
2.14	-3.93199920654
2.145	-3.95107269287
2.15	-3.9587020874
2.155	-3.96251678467
2.16	-3.9701461792
2.165	-3.9701461792
2.17	-3.97777557373
2.175	-3.96251678467
2.18	-3.95488739014
2.185	-3.93962860107
2.19	-3.92036437988
2.195	-3.90510559082
2.2	-3.87840270996
2.205	-3.8516998291
2.21	-3.80973815918
2.215	-3.77922058105
2.22	-3.73725891113
2.225	-3.69911193848
2.23	-3.64570617676
2.235	-3.59592437744
2.24	-3.53488922119
2.245	-3.48529815674
2.25	-3.41663360596
2.255	-3.35559844971
2.26	-3.28693389893
2.265	-3.20663452148
2.27	-3.1379699707
2.275	-3.06167602539
2.28	-2.97393798828
2.285	-2.89745330811
2.29	-2.80590057373
2.295	-2.71434783936
2.3	-2.62660980225
2.305	-2.53105163574
2.31	-2.42805480957
2.315	-2.33268737793
2.32	-2.22949981689
2.325	-2.12268829346
2.33	-2.01587677002
2.335	-1.91268920898
2.34	-1.79824829102
2.345	-1.68380737305
2.35	-1.56917572021
2.355	-1.45092010498
2.36	-1.32884979248
2.365	-1.21040344238
2.37	-1.08833312988
2.375	-0.977516174316
2.38	-0.851631164551
2.385	-0.725746154785
2.39	-0.599670410156
2.395	-0.481414794922
2.4	-0.355529785156
2.405	-0.225639343262
2.41	-0.107383728027
2.415	0.0225067138672
2.42	0.152206420898
2.425	0.274276733398
2.43	0.396537780762
2.435	0.530052185059
2.44	0.648498535156
2.445	0.778198242188
2.45	0.896453857422
2.455	1.02252960205
2.46	1.13697052002
2.465	1.25904083252
2.47	1.38130187988
2.475	1.49955749512
2.48	1.61018371582
2.485	1.72481536865
2.49	1.83162689209
2.495	1.94244384766
2.5	2.05307006836
2.505	2.1598815918
2.51	2.26287841797
2.515	2.366065979
2.52	2.47287750244
2.525	2.57587432861
2.53	2.66761779785
2.535	2.75917053223
2.54	2.84690856934
2.545	2.92720794678
2.55	3.02257537842
2.555	3.09886932373
2.56	3.17516326904
2.565	3.25164794922
2.57	3.32794189453
2.575	3.38897705078
2.58	3.46145629883
2.585	3.51486206055
2.59	3.57990264893
2.595	3.62949371338
2.6	3.67527008057
2.605	3.72867584229
2.61	3.77445220947
2.615	3.81641387939
2.62	3.84693145752
2.625	3.88126373291
2.63	3.9119720459
2.635	3.92723083496
2.64	3.95774841309
2.645	3.96537780762
2.65	3.98445129395
2.655	3.99208068848
2.66	3.99971008301
2.665	4.00733947754
2.67	3.99589538574
2.675	3.99589538574
2.68	3.97300720215
2.685	3.96919250488
2.69	3.95011901855
2.695	3.9234161377
2.7	3.90434265137
2.705	3.86600494385
2.71	3.83548736572
2.715	3.7935256958
2.72	3.75919342041
2.725	3.70960235596
2.73	3.66382598877
2.735	3.60660552979
2.74	3.56063842773
2.745	3.49578857422
2.75	3.43475341797
2.755	3.36608886719
2.76	3.28979492188
2.765	3.2247543335
2.77	3.14846038818
2.775	3.06453704834
2.78	2.99205780029
2.785	2.90412902832
2.79	2.81257629395
2.795	2.72102355957
2.8	2.6294708252
2.805	2.54154205322
2.81	2.43473052979
2.815	2.33936309814
2.82	2.22854614258
2.825	2.12936401367
2.83	2.01110839844
2.835	1.9079208374
2.84	1.7972946167
2.845	1.686668396
2.85	1.57203674316
2.855	1.44996643066
2.86	1.32789611816
2.865	1.21326446533
2.87	1.09882354736
2.875	0.976753234863
2.88	0.8544921875
2.885	0.728607177734
2.89	0.610160827637
2.895	0.472831726074
2.9	0.358390808105
2.905	0.228500366211
2.91	0.110244750977
2.915	-0.0272750854492
2.92	-0.145530700684
2.925	-0.27904510498
2.93	-0.397491455078
2.935	-0.527191162109
2.94	-0.645446777344
2.945	-0.779151916504
2.95	-0.889778137207
2.955	-1.01585388184
2.96	-1.13410949707
2.965	-1.25999450684
2.97	-1.37844085693
2.975	-1.49669647217
2.98	-1.61113739014
2.985	-1.7219543457
2.99	-1.83258056641
2.995	-1.94702148438
3	-2.05783843994
3.005	-2.16083526611
3.01	-2.26764678955
3.015	-2.36320495605
3.02	-2.47383117676
3.025	-2.56538391113
3.03	-2.65712738037
3.035	-2.74868011475
3.04	-2.84023284912
3.045	-2.92797088623
3.05	-3.00827026367
3.055	-3.08837890625
3.06	-3.16848754883
3.065	-3.23715209961
3.07	-3.30982208252
3.075	-3.38611602783
3.08	-3.43952178955
3.085	-3.50437164307
3.09	-3.55777740479
3.095	-3.6075592041
3.1	-3.66477966309
3.105	-3.71055603027
3.11	-3.7525177002
3.115	-3.78684997559
3.12	-3.82118225098
3.125	-3.85932922363
3.13	-3.88603210449
3.135	-3.91654968262
3.14	-3.92818450928
3.145	-3.95107269287
3.15	-3.9587020874
3.155	-3.96633148193
3.16	-3.97396087646
3.165	-3.9701461792
3.17	-3.97396087646
3.175	-3.96633148193
3.18	-3.9587020874
3.185	-3.94344329834
3.19	-3.92417907715
3.195	-3.90510559082
3.2	-3.8745880127
3.205	-3.8516998291
3.21	-3.80973815918
3.215	-3.77540588379
3.22	-3.73344421387
3.225	-3.69911193848
3.23	-3.64570617676
3.235	-3.59992980957
3.24	-3.53488922119
3.245	-3.48148345947
3.25	-3.41663360596
3.255	-3.35559844971
3.26	-3.28693389893
3.265	-3.21426391602
3.27	-3.14178466797
3.275	-3.06167602539
3.28	-2.97393798828
3.285	-2.89363861084
3.29	-2.80590057373
3.295	-2.72197723389
3.3	-2.62279510498
3.305	-2.52723693848
3.31	-2.42805480957
3.315	-2.3365020752
3.32	-2.22568511963
3.325	-2.12650299072
3.33	-2.01969146729
3.335	-1.90887451172
3.34	-1.79443359375
3.345	-1.68380737305
3.35	-1.56917572021
3.355	-1.45473480225
3.36	-1.33266448975
3.365	-1.21421813965
3.37	-1.09214782715
3.375	-0.977516174316
3.38	-0.851631164551
3.385	-0.729560852051
3.39	-0.599670410156
3.395	-0.481414794922
3.4	-0.355529785156
3.405	-0.225639343262
3.41	-0.107383728027
3.415	0.0225067138672
3.42	0.148391723633
3.425	0.274276733398
3.43	0.396537780762
3.435	0.526237487793
3.44	0.648498535156
3.445	0.774383544922
3.45	0.896453857422
3.455	1.02252960205
3.46	1.13697052002
3.465	1.25904083252
3.47	1.37748718262
3.475	1.49574279785
3.48	1.61418914795
3.485	1.72100067139
3.49	1.83544158936
3.495	1.94244384766
3.5	2.05688476563
3.505	2.1598815918
3.51	2.2668838501
3.515	2.366065979
3.52	2.47287750244
3.525	2.57587432861
3.53	2.66761779785
3.535	2.75917053223
3.54	2.84690856934
3.545	2.92720794678
3.55	3.02257537842
3.555	3.09886932373
3.56	3.17516326904
3.565	3.25546264648
3.57	3.32412719727
3.575	3.38516235352
3.58	3.45764160156
3.585	3.51867675781
3.59	3.58371734619
3.595	3.63330841064
3.6	3.67908477783
3.605	3.72486114502
3.61	3.77445220947
3.615	3.81259918213
3.62	3.85074615479
3.625	3.88126373291
3.63	3.90815734863
3.635	3.93104553223
3.64	3.95774841309
3.645	3.96919250488
3.65	3.98445129395
3.655	3.99971008301
3.66	3.99971008301
3.665	4.00352478027
3.67	3.99589538574
3.675	3.99208068848
3.68	3.98063659668
3.685	3.96537780762
3.69	3.95011901855
3.695	3.91960144043
3.7	3.90434265137
3.705	3.86219024658
3.71	3.83930206299
3.715	3.7935256958
3.72	3.75537872314
3.725	3.70578765869
3.73	3.66382598877
3.735	3.60279083252
3.74	3.55682373047
3.745	3.49578857422
3.75	3.43475341797
3.755	3.36608886719
3.76	3.29360961914
3.765	3.22856903076
3.77	3.14464569092
3.775	3.06835174561
3.78	2.99205780029
3.785	2.90412902832
3.79	2.80876159668
3.795	2.72102355957
3.8	2.63328552246
3.805	2.53772735596
3.81	2.43473052979
3.815	2.33936309814
3.82	2.22854614258
3.825	2.12554931641
3.83	2.0149230957
3.835	1.91173553467
3.84	1.80110931396
3.845	1.68285369873
3.85	1.57585144043
3.855	1.44996643066
3.86	1.33171081543
3.865	1.21326446533
3.87	1.09882354736
3.875	0.976753234863
3.88	0.850677490234
3.885	0.724792480469
3.89	0.610160827637
3.895	0.47664642334
3.9	0.358390808105
3.905	0.228500366211
3.91	0.102615356445
3.915	-0.0234603881836
3.92	-0.149345397949
3.925	-0.27904510498
3.93	-0.397491455078
3.935	-0.527191162109
3.94	-0.645446777344
3.945	-0.775337219238
3.95	-0.893592834473
3.955	-1.01585388184
3.96	-1.13410949707
3.965	-1.25617980957
3.97	-1.3822555542
3.975	-1.48906707764
3.98	-1.60732269287
3.985	-1.7219543457
3.99	-1.83639526367
3.995	-1.94320678711
4	-2.05783843994
4.005	-2.16083526611
4.01	-2.26764678955
4.015	-2.37083435059
4.02	-2.47383117676
4.025	-2.56538391113
4.03	-2.65712738037
4.035	-2.74868011475
4.04	-2.83641815186
4.045	-2.92797088623
4.05	-3.00064086914
4.055	-3.08456420898
4.06	-3.16848754883
4.065	-3.23333740234
4.07	-3.30982208252
4.075	-3.38230133057
4.08	-3.44333648682
4.085	-3.50437164307
4.09	-3.55014801025
4.095	-3.61518859863
4.1	-3.65715026855
4.105	-3.71055603027
4.11	-3.7525177002
4.115	-3.78684997559
4.12	-3.82118225098
4.125	-3.8631439209
4.13	-3.88221740723
4.135	-3.91273498535
4.14	-3.92818450928
4.145	-3.95107269287
4.15	-3.9587020874
4.155	-3.96633148193
4.16	-3.97396087646
4.165	-3.97396087646
4.17	-3.97396087646
4.175	-3.96251678467
4.18	-3.9587020874
4.185	-3.93962860107
4.19	-3.92036437988
4.195	-3.90129089355
4.2	-3.8745880127
4.205	-3.8516998291
4.21	-3.80210876465
4.215	-3.78303527832
4.22	-3.73344421387
4.225	-3.69529724121
4.23	-3.64189147949
4.235	-3.59992980957
4.24	-3.53488922119
4.245	-3.48529815674
4.25	-3.41281890869
4.255	-3.35559844971
4.26	-3.28693389893
4.265	-3.21044921875
4.27	-3.14178466797
4.275	-3.06167602539
4.28	-2.97775268555
4.285	-2.89745330811
4.29	-2.809715271
4.295	-2.72197723389
4.3	-2.62279510498
4.305	-2.53105163574
4.31	-2.42805480957
4.315	-2.33268737793
4.32	-2.22949981689
4.325	-2.12650299072
4.33	-2.01969146729
4.335	-1.91268920898
4.34	-1.80206298828
4.345	-1.68380737305
4.35	-1.56917572021
4.355	-1.45473480225
4.36	-1.33266448975
4.365	-1.21040344238
4.37	-1.09596252441
4.375	-0.973701477051
4.38	-0.855445861816
4.385	-0.725746154785
4.39	-0.603485107422
4.395	-0.481414794922
4.4	-0.355529785156
4.405	-0.225639343262
4.41	-0.103569030762
4.415	0.0225067138672
4.42	0.148391723633
4.425	0.274276733398
4.43	0.396537780762
4.435	0.530052185059
4.44	0.648498535156
4.445	0.770568847656
4.45	0.896453857422
4.455	1.01871490479
4.46	1.13315582275
4.465	1.25522613525
4.47	1.37748718262
4.475	1.49574279785
4.48	1.61018371582
4.485	1.72100067139
4.49	1.83162689209
4.495	1.94244384766
4.5	2.05688476563
4.505	2.15606689453
4.51	2.26287841797
4.515	2.366065979
4.52	2.47287750244
4.525	2.57205963135
4.53	2.67143249512
4.535	2.75917053223
4.54	2.84690856934
4.545	2.93102264404
4.55	3.01876068115
4.555	3.09886932373
4.56	3.17516326904
4.565	3.25546264648
4.57	3.3203125
4.575	3.38516235352
4.58	3.4538269043
4.585	3.51486206055
4.59	3.57608795166
4.595	3.62949371338
4.6	3.6828994751
4.605	3.72867584229
4.61	3.77445220947
4.615	3.81259918213
4.62	3.85074615479
4.625	3.88126373291
4.63	3.90815734863
4.635	3.92723083496
4.64	3.95774841309
4.645	3.96919250488
4.65	3.98826599121
4.655	3.99589538574
4.66	3.99971008301
4.665	4.00352478027
4.67	3.99589538574
4.675	3.99589538574
4.68	3.98063659668
4.685	3.96537780762
4.69	3.95393371582
4.695	3.9234161377
4.7	3.90434265137
4.705	3.86219024658
4.71	3.83930206299
4.715	3.7935256958
4.72	3.75919342041
4.725	3.70578765869
4.73	3.66382598877
4.735	3.61042022705
4.74	3.55682373047
4.745	3.49578857422
4.75	3.4309387207
4.755	3.36990356445
4.76	3.29742431641
4.765	3.22856903076
4.77	3.14464569092
4.775	3.06835174561
4.78	2.98824310303
4.785	2.90412902832
4.79	2.80876159668
4.795	2.72102355957
4.8	2.63328552246
4.805	2.53772735596
4.81	2.43473052979
4.815	2.33936309814
4.82	2.23236083984
4.825	2.12936401367
4.83	2.01873779297
4.835	1.91173553467
4.84	1.80110931396
4.845	1.68285369873
4.85	1.57585144043
4.855	1.45378112793
4.86	1.3355255127
4.865	1.21326446533
4.87	1.0950088501
4.875	0.976753234863
4.88	0.8544921875
4.885	0.728607177734
4.89	0.610160827637
4.895	0.480461120605
4.9	0.35457611084
4.905	0.228500366211
4.91	0.110244750977
4.915	-0.0234603881836
4.92	-0.145530700684
4.925	-0.275230407715
4.93	-0.401306152344
4.935	-0.523376464844
4.94	-0.645446777344
4.945	-0.775337219238
4.95	-0.893592834473
4.955	-1.01203918457
4.96	-1.13410949707
4.965	-1.2523651123
4.97	-1.37462615967
4.975	-1.4928817749
4.98	-1.61113739014
4.985	-1.72576904297
4.99	-1.83639526367
4.995	-1.94702148438
5	-2.05402374268
5.005	-2.16464996338
5.01	-2.26764678955
5.015	-2.37083435059
5.02	-2.47383117676
5.025	-2.56156921387
5.03	-2.65712738037
5.035	-2.74868011475
5.04	-2.84023284912
5.045	-2.92797088623
5.05	-3.00827026367
5.055	-3.08837890625
5.06	-3.16848754883
5.065	-3.23715209961
5.07	-3.30982208252
5.075	-3.38230133057
5.08	-3.43952178955
5.085	-3.50437164307
5.09	-3.55396270752
5.095	-3.61518859863
5.1	-3.66096496582
5.105	-3.71437072754
5.11	-3.74870300293
5.115	-3.79066467285
5.12	-3.82499694824
5.125	-3.8631439209
5.13	-3.88221740723
5.135	-3.91273498535
5.14	-3.92818450928
5.145	-3.94344329834
5.15	-3.9587020874
5.155	-3.96251678467
5.16	-3.97777557373
5.165	-3.9701461792
5.17	-3.97396087646
5.175	-3.96251678467
5.18	-3.94725799561
5.185	-3.94344329834
5.19	-3.92036437988
5.195	-3.90129089355
5.2	-3.8745880127
5.205	-3.8516998291
5.21	-3.81355285645
5.215	-3.77540588379
5.22	-3.73725891113
5.225	-3.69148254395
5.23	-3.64570617676
5.235	-3.59210968018
5.24	-3.53488922119
5.245	-3.48148345947
5.25	-3.41663360596
5.255	-3.35941314697
5.26	-3.28311920166
5.265	-3.21426391602
5.27	-3.1379699707
5.275	-3.05786132813
5.28	-2.98156738281
5.285	-2.90126800537
5.29	-2.80590057373
5.295	-2.71434783936
5.3	-2.62660980225
5.305	-2.53105163574
5.31	-2.4356842041
5.315	-2.33268737793
5.32	-2.23331451416
5.325	-2.12268829346
5.33	-2.01969146729
5.335	-1.90505981445
5.34	-1.79824829102
5.345	-1.68380737305
5.35	-1.56917572021
5.355	-1.45473480225
5.36	-1.33647918701
5.365	-1.21803283691
5.37	-1.09596252441
5.375	-0.96607208252
5.38	-0.851631164551
5.385	-0.729560852051
5.39	-0.603485107422
5.395	-0.473785400391
5.4	-0.355529785156
5.405	-0.229454040527
5.41	-0.103569030762
5.415	0.0186920166016
5.42	0.148391723633
5.425	0.278091430664
5.43	0.392723083496
5.435	0.518608093262
5.44	0.652313232422
5.445	0.766754150391
5.45	0.892639160156
5.455	1.01490020752
5.46	1.14459991455
5.465	1.25141143799
5.47	1.37367248535
5.475	1.49574279785
5.48	1.61018371582
5.485	1.72481536865
5.49	1.83925628662
5.495	1.95007324219
5.5	2.06069946289
5.505	2.16369628906
5.51	2.27451324463
5.515	2.36988067627
5.52	2.46906280518
5.525	2.57205963135
5.53	2.66380310059
5.535	2.7515411377
5.54	2.84309387207
5.545	2.93102264404
5.55	3.01876068115
5.555	3.09505462646
5.56	3.17897796631
5.565	3.25164794922
5.57	3.31649780273
5.575	3.39660644531
5.58	3.4538269043
5.585	3.51104736328
5.59	3.57608795166
5.595	3.62949371338
5.6	3.6828994751
5.605	3.72486114502
5.61	3.77063751221
5.615	3.81259918213
5.62	3.85074615479
5.625	3.87744903564
