"Latest: Time (s)","Latest: Illumination (lux)","Latest: Angle (rad)","Latest: Velocity (rad/s)","Latest: Acceleration (rad/s²)","Run 1: Time (s)","Run 1: Intensity (%)","Run 1: Angle (rad)","Run 1: Velocity (rad/s)","Run 1: Acceleration (rad/s²)"
2.1,89153.3422852,-0.13962634016,-0.31028075591,-0.818796439207,2.1,35.2737426758,-0.0872664625997,-0.494509954732,0.220859565839
2.15,85814.3426514,-0.157079632679,-0.339369576777,-0.474040043751,2.15,35.2737426758,-0.10471975512,-0.426636039376,-0.0861890988639
2.2,83117.3455811,-0.174532925199,-0.349065850399,-0.188538653764,2.2,34.9685668945,-0.12217304764,-0.494509954732,-0.678739153553
2.25,78605.7385254,-0.191986217719,-0.349065850399,-0.0754154615055,2.25,33.1085205078,-0.157079632679,-0.523598775598,-0.797249164491
2.3,78429.8474121,-0.209439510239,-0.349065850399,-0.188538653765,2.3,29.7225952148,-0.174532925199,-0.562383870087,-0.969627362219
2.35,81537.2570801,-0.226892802759,-0.358762124021,-0.474040043752,2.35,25.5752563477,-0.209439510239,-0.649650332687,-0.560229142615
2.4,82006.3000488,-0.244346095279,-0.387850944888,-0.818796439207,2.4,23.2574462891,-0.244346095279,-0.649650332687,0.296275027345
2.45,81595.8874512,-0.261799387799,-0.475117407487,-0.527908230541,2.45,22.4349975586,-0.279252680319,-0.572080143709,0.301661846023
2.5,86925.3881836,-0.296705972839,-0.475117407487,0.307048664703,2.5,22.3739624023,-0.296705972839,-0.572080143709,-0.522521411863
2.55,88684.2993164,-0.314159265359,-0.39754721851,0.333982758097,2.55,23.8677978516,-0.331612557879,-0.659346606309,-0.770315071096
2.6,90443.2104492,-0.331612557879,-0.39754721851,-0.37707730753,2.6,25.9414672852,-0.366519142919,-0.688435427176,-0.204699109802
2.65,92433.7115479,-0.349065850399,-0.475117407487,-0.490200499788,2.65,26.1856079102,-0.401425727959,-0.688435427176,0.743380977701
2.7,93078.6456299,-0.383972435439,-0.48481368111,0.0538681867902,2.7,26.399230957,-0.436332312999,-0.639954059065,2.17627474631
2.75,91730.1470947,-0.401425727959,-0.426636039376,0.0053868186786,2.75,27.0095825195,-0.471238898038,-0.475117407487,3.5122057787
2.8,82882.8240967,-0.418879020479,-0.48481368111,-0.0215472747165,2.8,26.7044067383,-0.488692190558,-0.22301429331,3.51759259738
2.85,77377.432251,-0.453785605519,-0.475117407487,0.635644604121,2.85,25.0274658203,-0.488692190558,-0.0581776417331,2.21398247707
2.9,75853.0426025,-0.471238898038,-0.387850944888,0.667965516196,2.9,24.3255615234,-0.488692190558,-0.00969627362219,0.926532812787
2.95,76322.0855713,-0.488692190558,-0.368458397643,0.00538681867937,2.95,24.5086669922,-0.488692190558,0,0.26934093395
3,71282.8051758,-0.506145483078,-0.387850944888,-0.630257785443,3,24.7528076172,-0.488692190558,0,0.0484813681109
3.05,69116.4129639,-0.523598775598,-0.475117407487,-0.452492769036,3.05,24.6307373047,-0.488692190558,0,0.00538681867899
3.1,71048.2836914,-0.558505360638,-0.475117407487,0.495587318468,3.1,24.6002197266,-0.488692190558,0,0
3.15,74680.4351807,-0.575958653158,-0.387850944888,0.813409620529,3.15,24.6002197266,-0.488692190558,0,0
3.2,80950.9533691,-0.593411945678,-0.358762124021,0.474040043752,3.2,24.6917724609,-0.488692190558,0,-0.010773637358
3.25,81830.4089355,-0.610865238198,-0.349065850399,0.183151835085,3.25,24.9664306641,-0.488692190558,0,-0.0808022801849
3.3,86400.6463623,-0.628318530718,-0.349065850399,0.0377077307523,3.3,25.1190185547,-0.488692190558,0,-0.414785038283
3.35,92081.9293213,-0.645771823238,-0.349065850399,0.00538681867876,3.35,24.8443603516,-0.488692190558,-0.0193925472444,-1.21742102145
3.4,95948.6022949,-0.663225115758,-0.349065850399,2.36940097172E-013,3.4,24.7528076172,-0.488692190558,-0.0872664625997,-2.54796523516
3.45,100342.948608,-0.680678408278,-0.349065850399,6.31716901012E-013,3.45,25.4531860352,-0.488692190558,-0.31028075591,-3.15667574589
3.5,99583.6853027,-0.698131700798,-0.349065850399,0.00538681867939,3.5,26.8569946289,-0.523598775598,-0.475117407487,-2.35403976272
3.55,93078.6456299,-0.715584993318,-0.349065850399,0.0430945494316,3.55,24.8748779297,-0.541052068118,-0.542991322843,-1.4113464939
3.6,84583.1048584,-0.733038285838,-0.349065850399,0.226246384517,3.6,25.0579833984,-0.575958653158,-0.62056151182,-0.414785038282
3.65,83175.9759521,-0.750491578358,-0.339369576777,0.700286428269,3.65,22.8317260742,-0.610865238198,-0.562383870087,0.118510010938
3.7,83058.71521,-0.767944870878,-0.300584482288,1.5136960488,3.7,23.5931396484,-0.628318530718,-0.562383870087,-0.166991379049
3.75,81185.4748535,-0.785398163397,-0.174532925199,2.00389654859,3.75,23.6236572266,-0.663225115758,-0.62056151182,0.188538653765
3.8,83234.6063232,-0.785398163397,-0.048481368111,1.5136960488,3.8,23.4710693359,-0.698131700798,-0.552687596465,0.711060065627
3.85,81302.7355957,-0.785398163397,-0.00969627362219,0.700286428269,3.85,22.9522705078,-0.715584993318,-0.523598775598,0.834956895244
3.9,75911.6729736,-0.785398163397,0,0.226246384518,3.9,22.5875854492,-0.750491578358,-0.48481368111,1.10968464787
3.95,75735.7818604,-0.785398163397,0,0.043094549432,3.95,20.3308105469,-0.767944870878,-0.387850944888,0.808022801849
4,75501.260376,-0.785398163397,0,0.005386818679,4,19.3542480469,-0.785398163397,-0.368458397643,-0.183151835086
4.05,75677.1514893,-0.785398163397,0,0,4.05,19.1101074219,-0.802851455917,-0.39754721851,-1.31977057635
4.1,74914.956665,-0.785398163397,0,0,4.1,18.5302734375,-0.820304748437,-0.523598775598,-1.92848108708
4.15,75442.6300049,-0.785398163397,0,0,4.15,17.8604125977,-0.855211333477,-0.649650332687,-1.32515739503
4.2,75325.3692627,-0.785398163397,0,0,4.2,16.8533325195,-0.890117918517,-0.678739153553,-0.226246384518
4.25,76263.4552002,-0.785398163397,0,0,4.25,17.3721313477,-0.925024503557,-0.659346606309,0.592550054689
4.3,75618.5211182,-0.785398163397,0,0,4.3,19.2626953125,-0.959931088597,-0.572080143709,0.495587318468
4.35,77905.1055908,-0.785398163397,0,-0.00538681867899,4.35,20.6970214844,-0.977384381117,-0.572080143709,-0.226246384518
4.4,77846.4752197,-0.785398163397,0,-0.0430945494319,4.4,22.0993041992,-1.01229096616,-0.649650332687,0.113123192259
4.45,79719.7155762,-0.785398163397,0,-0.220859565839,4.45,22.9522705078,-1.0471975512,-0.630257785442,1.73994243332
4.5,82299.4519043,-0.785398163397,-0.00969627362218,-0.662578697516,4.5,23.2269287109,-1.08210413624,-0.475117407487,3.3344407623
4.55,83527.7581787,-0.785398163397,-0.0484813681109,-1.33054421371,4.55,24.4476318359,-1.09955742876,-0.22301429331,3.47988486663
4.6,83879.5404053,-0.785398163397,-0.164836651577,-1.52985650483,4.6,24.4476318359,-1.09955742876,-0.0581776417331,2.20859565839
4.65,83996.8011475,-0.802851455917,-0.261799387799,-0.70028642827,4.65,24.2034912109,-1.09955742876,-0.00969627362219,0.926532812787
4.7,83645.0189209,-0.820304748437,-0.213318019688,-0.210085928481,4.7,23.5321044922,-1.09955742876,0,0.26934093395
4.75,86166.1248779,-0.820304748437,-0.22301429331,-0.716446884307,4.75,23.6541748047,-1.09955742876,0,0.048481368111
4.8,82706.9329834,-0.837758040957,-0.31028075591,-0.861890988639,4.8,23.4405517578,-1.09955742876,0,0.005386818679
4.85,81889.0393066,-0.855211333477,-0.339369576777,-0.517134593183,4.85,23.6236572266,-1.09955742876,0,0
4.9,80247.388916,-0.872664625997,-0.349065850399,-0.366303670171,4.9,23.4710693359,-1.09955742876,0,0
4.95,80012.8674316,-0.890117918517,-0.358762124021,-0.517134593183,4.95,23.4405517578,-1.09955742876,0,0
