"Latest: Time (s)","Latest: Illumination (lux)","Latest: Angle (rad)","Latest: Velocity (rad/s)","Latest: Acceleration (rad/s²)","Run 1: Time (s)","Run 1: Intensity (%)","Run 1: Angle (rad)","Run 1: Velocity (rad/s)","Run 1: Acceleration (rad/s²)"
3.799943,28277.4279785,-2.04203522483,0,0,6.65,29.753112793,-1.62315620435,0,0
3.828514,28336.0583496,-2.04203522483,0,0,6.7,29.1748046875,-1.62315620435,0,0
3.857085,28277.4279785,-2.04203522483,0,0,6.75,29.9057006836,-1.62315620435,0,0
3.885656,28394.6887207,-2.04203522483,0,0,6.8,29.5715332031,-1.62315620435,0,-0.00538681867899
3.914227,28336.0583496,-2.04203522483,0,0,6.85,29.8751831055,-1.62315620435,0,-0.0484813681109
3.942798,28277.4279785,-2.04203522483,0,0,6.9,29.8446655273,-1.62315620435,0,-0.26934093395
3.971369,28394.6887207,-2.04203522483,0,0,6.95,29.9362182617,-1.62315620435,-0.00969627362219,-0.921145994108
3.99994,28277.4279785,-2.04203522483,0,0,7,30.3329467773,-1.62315620435,-0.0581776417331,-2.17627474631
4.028511,28394.6887207,-2.04203522483,0,0,7.05,30.6991577148,-1.62315620435,-0.22301429331,-3.32905394362
4.057082,28394.6887207,-2.04203522483,0,0,7.1,30.5465698242,-1.64060949687,-0.465421133865,-3.0004580042
4.085653,28453.3190918,-2.04203522483,0,0,7.15,29.4494628906,-1.67551608191,-0.601168964576,-1.17432647202
4.114224,28453.3190918,-2.04203522483,0,-0.0164976271295,7.2,26.4297485352,-1.71042266695,-0.552687596465,0.258567296592
4.142795,28453.3190918,-2.04203522483,0,-0.148478644166,7.25,25.6973266602,-1.72787595947,-0.523598775598,0.716446884306
4.171366,28511.9494629,-2.04203522483,0,-0.841378983606,7.3,26.2771606445,-1.76278254451,-0.48481368111,0.953466906182
4.199937,28394.6887207,-2.04203522483,-0.0169687333698,-2.96957288331,7.35,26.9180297852,-1.78023583703,-0.39754721851,0.517134593184
4.228508,28511.9494629,-2.04203522483,-0.101812400219,-7.45692746254,7.4,27.4353027344,-1.79768912955,-0.39754721851,-0.517134593184
4.257079,28511.9494629,-2.04203522483,-0.407249600876,-12.7856610254,7.45,27.4963378906,-1.81514242207,-0.48481368111,-0.96424054354
4.28565,28394.6887207,-2.05948851735,-0.916311601971,-14.6993857724,7.5,27.587890625,-1.85004900711,-0.523598775598,-0.797249164491
4.314221,28336.0583496,-2.09439510239,-1.4084048697,-10.6574671257,7.55,28.2592773438,-1.86750229963,-0.552687596465,-0.667965516195
4.342792,28160.1672363,-2.14675497995,-1.64596713687,-2.26017491675,7.6,28.3813476563,-1.90240888467,-0.62056151182,-0.00538681867901
4.371363,28218.7976074,-2.19911485751,-1.49324853655,4.75131661331,7.65,28.5034179688,-1.93731546971,-0.552687596465,0.635644604121
4.399934,28218.7976074,-2.23402144255,-1.238717536,6.96199864866,7.7,30.6381225586,-1.95476876223,-0.523598775598,0.646418241479
4.428505,28336.0583496,-2.26892802759,-1.00115526882,5.52670508839,7.75,34.8159790039,-1.98967534727,-0.494509954732,0.635644604121
4.457076,28336.0583496,-2.28638132011,-0.916311601971,3.25003254451,7.8,34.3276977539,-2.00712863979,-0.426636039376,-0.005386818679
4.485647,28394.6887207,-2.32128790515,-0.865405401862,2.30966779813,7.85,34.9075317383,-2.02458193231,-0.494509954732,-0.667965516195
4.514218,28394.6887207,-2.33874119767,-0.746624268273,0.577416949533,7.9,27.9541015625,-2.05948851735,-0.523598775598,-0.797249164491
4.542789,28453.3190918,-2.35619449019,-0.848436668492,-0.593914576663,7.95,32.1014404297,-2.07694180987,-0.562383870087,-0.96424054354
4.57136,28511.9494629,-2.39110107523,-0.848436668492,0.0494928813895,8,31.3095092773,-2.11184839491,-0.649650332687,-0.517134593184
4.599931,28453.3190918,-2.40855436775,-0.763593001643,-1.4517911874,8.05,27.4047851563,-2.14675497995,-0.649650332687,0.522521411862
4.628502,28746.4709473,-2.42600766027,-0.916311601971,-3.10155390035,8.1,27.5268554688,-2.18166156499,-0.562383870087,1.00733509297
4.657073,28746.4709473,-2.46091424531,-1.0690302023,-1.0063552549,8.15,24.4171142578,-2.19911485751,-0.523598775598,1.02888236769
4.685644,28863.7316895,-2.49582083035,-0.96721780208,1.03935050916,8.2,23.3184814453,-2.23402144255,-0.48481368111,1.4113464939
4.714215,28980.9924316,-2.51327412287,-0.933280335341,0.874374237861,8.25,22.282409668,-2.25147473507,-0.378154671265,1.73994243332
4.742786,29156.8835449,-2.54818070791,-0.916311601971,0.346450169718,8.3,22.038269043,-2.26892802759,-0.31028075591,2.03083064198
4.771357,29332.7746582,-2.56563400043,-0.916311601971,-0.36294779685,8.35,22.1908569336,-2.28638132011,-0.174532925199,2.19243520235
